,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,valuation,funding,investors
968,Mia.com,$1B,2015-09-08,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,"Sequoia Capital China, ZhenFund, K2 Ventures",1000000000,232000000,"['Sequoia Capital China', ' ZhenFund', ' K2 Ventures']"
969,Minio,$1B,2022-01-26,Data management & analytics,Palo Alto,United States,North America,2014,$126M,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",1000000000,126000000,"['General Catalyst', ' Nexus Venture Partners', ' Dell Technologies Capital']"
970,Mobvoi,$1B,2017-04-06,Consumer & retail,Beijing,China,Asia,2012,$252M,"Sequoia Capital China, SIG Asia Investments, ZhenFund",1000000000,252000000,"['Sequoia Capital China', ' SIG Asia Investments', ' ZhenFund']"
971,Moka,$1B,2021-11-02,Internet software & services,Beijing,China,Asia,2015,$144M,"GGV Capital, GSR Ventures, FreesFund",1000000000,144000000,"['GGV Capital', ' GSR Ventures', ' FreesFund']"
972,Momenta,$1B,2018-10-17,Artificial Intelligence,Beijing,China,Asia,2016,$1B,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",1000000000,1000000000,"['Sinovation Ventures', ' Tencent Holdings', ' Sequoia Capital China']"
973,Morning Consult,$1B,2021-06-08,Internet software & services,Washington DC,United States,North America,2014,$91M,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",1000000000,91000000,"['Advance Venture Partners', ' Susquehanna Growth Equity', ' Lupa Systems']"
974,Movile,$1B,2018-07-12,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",1000000000,588000000,"['Innova Capital - FIP', ' 3G Capital Management', ' Prosus Ventures']"
975,Mux,$1B,2021-04-30,Internet software & services,San Francisco,United States,North America,2015,$174M,"Accel, Cobalt Capital, Andreessen Horowitz",1000000000,174000000,"['Accel', ' Cobalt Capital', ' Andreessen Horowitz']"
976,Nature's Fynd,$1B,2021-07-19,Other,Chicago,United States,North America,2012,$463M,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",1000000000,463000000,"['Danone Manifesto Ventures', ' 1955 Capital', ' Breakthrough Energy Ventures']"
977,Newlink Group,$1B,2020-07-10,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,"JOY Capital, NIO Capital, Blueflame Capital",1000000000,655000000,"['JOY Capital', ' NIO Capital', ' Blueflame Capital']"
978,News Break,$1B,2021-01-07,Internet software & services,Mountain View,United States,North America,2015,$151M,"IDG Capital, Francisco Partners, ZhenFund",1000000000,151000000,"['IDG Capital', ' Francisco Partners', ' ZhenFund']"
979,Newsela,$1B,2021-02-25,Internet software & services,New York,United States,North America,2013,$172M,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",1000000000,172000000,"['Owl Ventures', ' Technology Crossover Ventures', ' Tao Capital Partners']"
980,NIUM,$1B,2021-07-13,Fintech,Unknown,Singapore,Asia,2014,$285M,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",1000000000,285000000,"['Vertex Ventures SE Asia', ' Global Founders Capital', ' Visa Ventures']"
981,NoBroker,$1B,2021-11-23,Internet software & services,Bengaluru,India,Asia,2014,$424M,"General Atlantic, Elevation Capital, BEENEXT",1000000000,424000000,"['General Atlantic', ' Elevation Capital', ' BEENEXT']"
982,Noname Security,$1B,2021-12-15,Cybersecurity,Palo Alto,United States,North America,2020,$220M,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1000000000,220000000,"['Insight Partners', ' Lightspeed Venture Partners', ' CyberStarts']"
983,Numbrs,$1B,2019-08-22,Fintech,Zurich,Switzerland,Europe,1999,$105M,"Investment Corporation of Dubai, Centralway",1000000000,105000000,"['Investment Corporation of Dubai', ' Centralway']"
984,Omada Health,$1B,2022-02-23,Health,San Francisco,United States,North America,2011,$449M,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",1000000000,449000000,"['U.S. Venture Partners', ' dRx Capital', ' Andreessen Horowitz']"
985,Omio,$1B,2018-10-23,Travel,Berlin,Germany,Europe,2013,$396M,"Lakestar, Battery Ventures, New Enterprise Associates",1000000000,396000000,"['Lakestar', ' Battery Ventures', ' New Enterprise Associates']"
986,ONE,$1B,2021-12-08,Internet software & services,Unknown,Singapore,Asia,2011,$515M,"Temasek, Guggenheim Investments, Qatar Investment Authority",1000000000,515000000,"['Temasek', ' Guggenheim Investments', ' Qatar Investment Authority']"
987,OpenWeb,$1B,2021-11-09,Internet software & services,New York,United States,North America,2012,$223M,"Insight Partners, AltaIR Capital, Norma Investments",1000000000,223000000,"['Insight Partners', ' AltaIR Capital', ' Norma Investments']"
988,Orbbec Technology,$1B,2018-05-21,Hardware,Shenzhen,China,Asia,2013,$200M,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",1000000000,200000000,"['R-Z Capital', ' Green Pine Capital Partners', ' SAIF Partners China']"
989,Orca Bio,$1B,2020-06-17,Health,Menlo Park,United States,North America,2016,$192M,"Lightspeed Venture Partners, Data Collective, 8VC",1000000000,192000000,"['Lightspeed Venture Partners', ' Data Collective', ' 8VC']"
990,Orchard,$1B,2021-09-09,Fintech,New York,United States,North America,2017,$252M,"Accomplice, Juxtapose, FirstMark Capital",1000000000,252000000,"['Accomplice', ' Juxtapose', ' FirstMark Capital']"
991,Owkin,$1B,2021-11-18,Artificial Intelligence,New York,United States,North America,2016,$254M,"Google Ventures, Cathay Innovation, NJF Capital",1000000000,254000000,"['Google Ventures', ' Cathay Innovation', ' NJF Capital']"
992,PandaDoc,$1B,2021-09-22,Internet software & services,San Francisco,United States,North America,2016,$51M,"Rembrandt Venture Partners, M12, Altos Ventures",1000000000,51000000,"['Rembrandt Venture Partners', ' M12', ' Altos Ventures']"
993,Pat McGrath Labs,$1B,2018-07-16,Consumer & retail,New York,United States,North America,2016,$60M,"One Luxury Group, Eurazeo",1000000000,60000000,"['One Luxury Group', ' Eurazeo']"
994,PatSnap,$1B,2021-03-16,Internet software & services,Unknown,Singapore,Asia,2007,$352M,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",1000000000,352000000,"['Sequoia Capital China', ' Shunwei Capital Partners', ' Qualgro']"
995,Payhawk,$1B,2022-02-14,Fintech,London,United Kingdom,Europe,2018,$239M,"Earlybird Venture Capital, Eleven Ventures, QED Investors",1000000000,239000000,"['Earlybird Venture Capital', ' Eleven Ventures', ' QED Investors']"
996,Pentera,$1B,2022-01-11,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,"AWZ Ventures, Blackstone, Insight Partners",1000000000,190000000,"['AWZ Ventures', ' Blackstone', ' Insight Partners']"
997,Pet Circle,$1B,2021-12-06,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",1000000000,125000000,"['Prysm Capital', ' Baillie Gifford & Co.', ' TDM Growth Partners']"
998,PicsArt,$1B,2021-08-26,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,"Sequoia Capital, DCM Ventures, Insight Partners",1000000000,195000000,"['Sequoia Capital', ' DCM Ventures', ' Insight Partners']"
999,PLACE,$1B,2021-11-17,Internet software & services,Bellingham,United States,North America,2020,$100M,"Goldman Sachs Asset Management, 3L",1000000000,100000000,"['Goldman Sachs Asset Management', ' 3L']"
1000,Placer.ai,$1B,2022-01-12,Artificial Intelligence,Los Altos,United States,North America,2016,$166M,"Fifth Wall Ventures, JBV Capital, Array Ventures",1000000000,166000000,"['Fifth Wall Ventures', ' JBV Capital', ' Array Ventures']"
1001,Playco,$1B,2020-09-21,Other,Tokyo,Japan,Asia,2020,$140M,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",1000000000,140000000,"['Sozo Ventures', ' Caffeinated Capital', ' Sequoia Capital']"
1002,Poizon,$1B,2019-04-29,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,"DST Global, Sequoia Capital China, Gaorong Capital",1000000000,0,"['DST Global', ' Sequoia Capital China', ' Gaorong Capital']"
1003,PPRO,$1B,2021-01-19,Fintech,London,United Kingdom,Europe,2006,$370M,"Wellington Management, Eurazeo, Citi Ventures",1000000000,370000000,"['Wellington Management', ' Eurazeo', ' Citi Ventures']"
1004,Printful,$1B,2021-05-24,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount,1000000000,130000000,['Bregal Sagemount']
1005,Quantum Metric,$1B,2021-01-07,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,"Insight Partners, Bain Capital Ventures",1000000000,226000000,"['Insight Partners', ' Bain Capital Ventures']"
1006,Quizlet,$1B,2020-05-13,Edtech,San Francisco,United States,North America,2005,$62M,"Union Square Ventures, Altos Ventures, Costanoa Ventures",1000000000,62000000,"['Union Square Ventures', ' Altos Ventures', ' Costanoa Ventures']"
1007,RapidAPI,$1B,2022-03-23,Internet software & services,San Francisco,United States,North America,2015,$273M,"Green Bay Ventures, M12, Andreessen Horowitz",1000000000,273000000,"['Green Bay Ventures', ' M12', ' Andreessen Horowitz']"
1008,Razor,$1B,2021-11-08,Consumer & retail,Berlin,Germany,Europe,2020,$167M,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1000000000,167000000,"['Global Founders Capital', ' 468 Capital', ' Redalpine Venture Partners']"
1009,Red Ventures,$1B,2015-01-07,Other,Fort Mill,United States,North America,2000,$250M,"Silver Lake Partners, General Atlantic",1000000000,250000000,"['Silver Lake Partners', ' General Atlantic']"
1010,REEF Technology,$1B,2018-12-10,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,"Target Global, UBS Asset Management, Mubadala Capital",1000000000,2000000000,"['Target Global', ' UBS Asset Management', ' Mubadala Capital']"
1011,ReliaQuest,$1B,2021-12-01,Cybersecurity,Tampa,United States,North America,2007,$330M,"KKR, FTV Capital, Ten Eleven Ventures",1000000000,330000000,"['KKR', ' FTV Capital', ' Ten Eleven Ventures']"
1012,Revolution Precrafted,$1B,2017-10-23,Other,Manila,Philippines,Asia,2015,$15M,"K2 Global, 500 Startups",1000000000,15000000,"['K2 Global', ' 500 Startups']"
1013,Rothy's,$1B,2021-12-21,Consumer & retail,San Francisco,United States,North America,2016,$484M,"Alpargatas, GS Growth, Lightspeed Venture Partners",1000000000,484000000,"['Alpargatas', ' GS Growth', ' Lightspeed Venture Partners']"
1014,SaltPay,$1B,2021-04-09,Fintech,London,United Kingdom,Europe,2019,$1B,"Tiger Global Management, Hedosophia",1000000000,1000000000,"['Tiger Global Management', ' Hedosophia']"
1015,Savage X Fenty,$1B,2021-02-10,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,"Speedinvest, Valar Ventures, Uniqa Ventures",1000000000,310000000,"['Speedinvest', ' Valar Ventures', ' Uniqa Ventures']"
1016,Scalapay,$1B,2022-02-23,Fintech,Milan,Italy,Europe,2019,$416M,"Fasanara Capital, Tiger Global Management, Baleen Capital",1000000000,416000000,"['Fasanara Capital', ' Tiger Global Management', ' Baleen Capital']"
1017,Scandit,$1B,2022-02-09,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,"Atomico, NGP Capital, Google Ventures",1000000000,273000000,"['Atomico', ' NGP Capital', ' Google Ventures']"
1018,Sentry,$1B,2021-02-18,Other,San Francisco,United States,North America,2011,$127M,"New Enterprise Associates, Accel, Bond",1000000000,127000000,"['New Enterprise Associates', ' Accel', ' Bond']"
1019,Shield AI,$1B,2021-08-24,Artificial Intelligence,San Diego,United States,North America,2015,$328M,"Andreessen Horowitz, Homebrew, Point72 Ventures",1000000000,328000000,"['Andreessen Horowitz', ' Homebrew', ' Point72 Ventures']"
1020,Shift Technology,$1B,2021-05-06,Artificial Intelligence,Paris,France,Europe,2014,$545M,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",1000000000,545000000,"['Griffin Gaming Partners', ' Andreessen Horowitz', ' Battery Ventures']"
1021,ShipBob,$1B,2021-06-29,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",1000000000,331000000,"['Hyde Park Venture Partners', ' FundersClub', ' Bain Capital Ventures']"
1022,Shippo,$1B,2021-06-02,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",1000000000,154000000,"['Version One Ventures', ' Uncork Capital', ' Bessemer Venture Partners']"
1023,Sidecar Health,$1B,2021-01-26,Fintech,El Segundo,United States,North America,2018,$163M,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",1000000000,163000000,"['GreatPoint Ventures', ' Tiger Global Management', ' Menlo Ventures']"
1024,Sift,$1B,2021-04-22,Artificial Intelligence,San Francisco,United States,North America,2011,$157M,"Union Square Ventures, Insight Partners, Spark Capital",1000000000,157000000,"['Union Square Ventures', ' Insight Partners', ' Spark Capital']"
1025,Skydio,$1B,2021-02-25,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",1000000000,340000000,"['Andreessen Horowitz', ' Andreessen Horowitz', ' Institutional Venture Partners', ' Accel']"
1026,Slice,$1B,2021-11-28,Fintech,Bengaluru,India,Asia,2015,$249M,"Gunosy Capital, Blume Ventures, Das Capital",1000000000,249000000,"['Gunosy Capital', ' Blume Ventures', ' Das Capital']"
1027,SmartAsset,$1B,2021-06-24,Fintech,New York,United States,North America,2012,$161M,"Javelin Venture Partners, TTV Capital, Peterson Ventures",1000000000,161000000,"['Javelin Venture Partners', ' TTV Capital', ' Peterson Ventures']"
1028,SMS Assist,$1B,2016-06-07,Internet software & services,Chicago,United States,North America,2003,$255M,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",1000000000,255000000,"['Goldman Sachs', ' Insights Venture Partners', ' Pritzker Group Venture Capital']"
1029,SnapLogic,$1B,2021-12-13,Internet software & services,San Mateo,United States,North America,2006,$371M,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",1000000000,371000000,"['Andreessen Horowitz', ' Triangle Peak Partners', ' Ignition Partners']"
1030,Snorkel AI,$1B,2021-08-09,Artificial Intelligence,Palo Alto,United States,North America,2019,$135M,"Greylock Partners, Google Ventures, BlackRock",1000000000,135000000,"['Greylock Partners', ' Google Ventures', ' BlackRock']"
1031,Solo.io,$1B,2021-10-07,Internet software & services,Cambridge,United States,North America,2017,$172M,"True Ventures, Altimeter Capital, Redpoint Ventures",1000000000,172000000,"['True Ventures', ' Altimeter Capital', ' Redpoint Ventures']"
1032,SoundHound,$1B,2018-05-03,Artificial Intelligence,Santa Clara,United States,North America,2005,$215M,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",1000000000,215000000,"['Tencent Holdings', ' Walden Venture Capital', ' Global Catalyst Partnera']"
1033,Splashtop,$1B,2021-01-27,Internet software & services,San Jose,United States,North America,2006,$114M,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",1000000000,114000000,"['Storm Ventures', ' DFJ DragonFund', ' New Enterprise Associates']"
1034,Standard,$1B,2021-02-17,Artificial Intelligence,San Francisco,United States,North America,2017,$239M,"CRV, Y Combinator, Initialized Capital",1000000000,239000000,"['CRV', ' Y Combinator', ' Initialized Capital']"
1035,Stytch,$1B,2021-11-18,Cybersecurity,San Francisco,United States,North America,2020,$126M,"Index Ventures, Benchmark, Thrive Capital",1000000000,126000000,"['Index Ventures', ' Benchmark', ' Thrive Capital']"
1036,Swile,$1B,2021-10-11,Fintech,Montpellier,France,Europe,2016,$326M,"Index Ventures, IDInvest Partners, Daphni",1000000000,326000000,"['Index Ventures', ' IDInvest Partners', ' Daphni']"
1037,Tarana Wireless,$1B,2022-03-23,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,"Prime Movers Lab, Khosla Ventures, I Squared Capital",1000000000,376000000,"['Prime Movers Lab', ' Khosla Ventures', ' I Squared Capital']"
1038,TechStyle Fashion Group,$1B,2014-08-29,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,"Matrix Partners, Passport Capital, Rho Ventures",1000000000,336000000,"['Matrix Partners', ' Passport Capital', ' Rho Ventures']"
1039,TensTorrent,$1B,2021-05-05,Artificial Intelligence,Toronto,Canada,North America,2016,$235M,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",1000000000,235000000,"['Eclipse Ventures', ' Fidelity Investments', ' Moore Capital Management']"
1040,TERMINUS Technology,$1B,2018-10-25,Hardware,Beijing,China,Asia,2015,$623M,"China Everbright Limited, IDG Capital, iFLYTEK",1000000000,623000000,"['China Everbright Limited', ' IDG Capital', ' iFLYTEK']"
1041,Tezign,$1B,2021-11-02,Internet software & services,Shanghai,China,Asia,2015,$151M,"Sequoia Capital China, Linear Venture, Hearst Ventures",1000000000,151000000,"['Sequoia Capital China', ' Linear Venture', ' Hearst Ventures']"
1042,The Zebra,$1B,2021-04-12,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,"Silverton Partners, Accel, Ballast Point Ventures",1000000000,257000000,"['Silverton Partners', ' Accel', ' Ballast Point Ventures']"
